id_gato,id_tutor_hash,data_coleta,sexo,idade_anos,peso_kg,energia_0a100,vacinado,castrado,pelagem,cor,temperamento,alimentacao,visitas_vet_ult_ano,gosta_caixa,score_saude_0a100
G04625,T3713608802,2025-12-15,M,16,5.1,41,True,True,curta,cinza,calmo,ração seca,4,True,50
G04626,T9994797183,2025-11-13,M,9,5.9,72,True,True,média,preto,brincalhão,ração seca,3,True,70
G04627,T2385672243,2025-03-05,F,14,5.4,39,False,True,curta,tigrado,brincalhão,mista,1,True,56
G04628,T2263056373,2025-04-01,M,18,6.5,16,True,True,curta,branco,brincalhão,mista,1,False,47
G04629,T7968892745,2025-07-21,F,8,4.4,58,True,True,curta,cinza,arisco,mista,3,True,70
G04630,T3832746567,2025-06-01,F,11,3.8,48,True,True,curta,tigrado,arisco,mista,4,True,61
G04631,T9265977059,2025-06-17,F,0,4.6,100,True,False,curta,siamês,arisco,ração seca,2,True,94
G04632,T2595119511,2025-05-15,M,5,5.6,70,True,True,curta,cinza,arisco,ração úmida,2,True,80
G04633,T7674531694,2025-09-03,M,3,5.2,55,True,True,curta,branco,arisco,ração úmida,2,True,81
G04634,T3899941064,2025-11-24,F,12,4.3,57,False,True,curta,cinza,calmo,ração úmida,1,True,63
G04635,T7822789660,2025-12-01,F,9,3.9,59,True,True,média,laranja,caçador,ração seca,3,False,68
G04636,T7486263520,2025-06-16,M,8,5.5,64,True,True,curta,preto,caçador,ração seca,2,True,73
G04637,T8127769826,2025-10-30,M,15,4.8,38,True,True,longa,cinza,calmo,ração seca,5,True,50
G04638,T2780288625,2025-09-11,F,1,3.9,84,True,False,média,branco,carinhoso,mista,0,True,93
G04639,T1391275558,2025-03-13,M,15,7.5,38,False,True,média,laranja,carinhoso,mista,2,True,53
G04640,T5314326077,2025-10-17,F,1,5.6,69,True,True,curta,laranja,caçador,ração seca,0,True,90
G04641,T3578016041,2025-05-08,F,4,4.8,65,True,True,curta,tigrado,carinhoso,ração seca,3,True,79
G04642,T3203168513,2025-08-18,M,8,4.7,51,True,True,curta,laranja,carinhoso,ração seca,4,True,68
G04643,T8995289077,2025-09-21,F,4,3.8,68,True,True,média,laranja,caçador,ração seca,2,True,81
G04644,T1404195574,2025-12-11,F,9,5.1,51,True,True,curta,branco,brincalhão,ração seca,6,True,63
G04645,T1467656798,2025-12-13,F,11,5.8,40,True,True,curta,cinza,caçador,ração úmida,5,True,58
G04646,T5314326077,2025-10-20,F,12,4.5,39,True,True,curta,tricolor,calmo,ração seca,8,True,52
G04647,T4805202992,2025-07-04,M,2,4.4,69,True,True,longa,tigrado,caçador,ração seca,1,True,87
G04648,T5411777881,2025-05-27,F,2,4.2,48,True,True,média,siamês,arisco,ração úmida,2,True,82
G04649,T6084555503,2025-06-11,M,0,3.6,87,True,False,média,preto,carinhoso,ração úmida,2,True,92
G04650,T8031646318,2025-12-14,M,6,4.1,62,True,True,média,tricolor,calmo,mista,3,True,75
G04651,T4881943181,2025-03-16,F,2,3.3,62,True,False,média,branco,brincalhão,ração seca,0,True,87
G04652,T3853368201,2025-07-11,M,4,5.3,71,True,True,longa,preto,caçador,ração seca,4,True,79
G04653,T1404195574,2025-09-06,F,12,5.0,35,True,True,curta,tigrado,brincalhão,ração seca,5,True,56
G04654,T3722322530,2025-01-09,M,15,6.2,27,True,True,curta,laranja,caçador,mista,3,True,52
G04655,T9959180253,2025-08-20,M,12,4.2,46,False,True,longa,laranja,carinhoso,mista,1,True,61
G04656,T9247132175,2025-04-05,F,0,2.9,92,True,True,curta,branco,calmo,mista,1,True,94
G04657,T7883231973,2025-04-13,M,7,5.4,59,True,True,longa,siamês,caçador,mista,0,True,77
G04658,T4341273733,2025-08-15,M,2,4.1,60,True,True,curta,tigrado,caçador,ração seca,1,True,86
G04659,T8480014049,2025-01-04,M,4,4.3,60,True,True,média,tigrado,carinhoso,mista,0,False,83
G04660,T5015406480,2025-02-27,F,5,5.1,71,False,True,curta,preto,carinhoso,mista,2,True,78
G04661,T5130241979,2025-06-16,F,15,4.5,38,True,True,longa,cinza,arisco,mista,5,True,50
G04662,T5658953691,2025-08-02,F,8,4.3,64,True,True,curta,branco,calmo,ração seca,1,True,74
G04663,T5090116872,2025-02-09,F,3,4.0,71,True,True,curta,tigrado,caçador,ração seca,1,True,85
G04664,T6604378704,2025-05-12,F,9,4.5,59,True,True,longa,preto,carinhoso,ração seca,2,False,70
G04665,T6430820088,2025-04-23,M,15,5.9,57,True,True,curta,laranja,arisco,mista,2,True,58
G04666,T9289514775,2025-07-15,M,0,3.8,59,True,True,longa,laranja,brincalhão,ração seca,0,True,91
G04667,T2863184873,2025-04-20,F,12,4.7,70,True,True,curta,siamês,arisco,ração seca,5,False,61
G04668,T5333422062,2025-01-01,M,2,5.6,81,False,False,longa,preto,calmo,ração seca,1,True,87
G04669,T4245916010,2025-07-13,F,2,5.6,100,True,True,curta,siamês,arisco,ração seca,3,True,88
G04670,T8391077079,2025-11-06,M,14,4.5,24,True,False,curta,tigrado,brincalhão,ração úmida,2,False,55
G04671,T4811458552,2025-08-02,F,0,4.2,80,True,True,curta,laranja,calmo,ração seca,1,True,92
G04672,T1558567958,2025-05-13,M,10,5.2,49,True,True,média,preto,brincalhão,ração úmida,2,False,66
G04673,T8742536975,2025-06-26,F,1,4.0,83,True,True,curta,preto,carinhoso,ração seca,1,True,91
G04674,T6152121398,2025-02-21,F,8,4.0,58,True,False,curta,cinza,caçador,ração úmida,3,False,70
G04675,T9440438094,2025-03-28,M,8,5.7,57,False,True,curta,siamês,arisco,ração seca,2,False,70
G04676,T8038046536,2025-06-09,M,13,5.9,48,True,True,curta,siamês,calmo,ração seca,4,True,57
G04677,T4643694679,2025-08-05,F,12,6.6,40,True,True,curta,tigrado,brincalhão,mista,2,True,61
G04678,T3893796923,2025-06-27,M,9,4.3,44,False,True,média,cinza,caçador,ração seca,1,False,67
G04679,T4765600397,2025-12-18,M,5,3.7,66,False,False,curta,siamês,caçador,ração seca,3,True,75
G04680,T4767474707,2025-08-21,F,2,5.6,63,True,True,média,laranja,calmo,ração seca,2,False,84
G04681,T3628533972,2025-01-09,M,8,5.1,51,True,True,curta,branco,brincalhão,mista,1,True,72
G04682,T6690545317,2025-07-11,M,6,4.7,41,False,True,curta,laranja,brincalhão,mista,1,True,73
G04683,T3532455028,2025-08-01,M,1,4.8,73,True,True,média,tricolor,carinhoso,ração seca,0,True,91
G04684,T6991162624,2025-01-16,M,15,4.5,22,False,True,curta,tigrado,caçador,ração úmida,2,True,50
G04685,T4362527246,2025-05-21,F,4,4.5,63,True,False,curta,siamês,calmo,mista,1,True,82
G04686,T3872408451,2025-11-15,M,0,4.5,62,True,False,curta,branco,carinhoso,ração seca,1,True,90
G04687,T4049700720,2025-05-11,M,14,6.2,36,False,True,média,laranja,caçador,ração seca,4,True,51
G04688,T1867518659,2025-06-16,F,7,5.1,66,False,True,curta,branco,carinhoso,ração seca,2,True,73
G04689,T5794500484,2025-03-22,F,10,5.4,40,False,True,curta,preto,caçador,mista,3,True,62
G04690,T8026561279,2025-01-29,M,2,4.9,58,True,True,média,tricolor,caçador,ração seca,0,True,87
G04691,T1065830106,2025-04-27,F,5,5.5,70,True,True,curta,siamês,caçador,mista,3,True,78
G04692,T2848512679,2025-10-10,F,9,5.0,61,False,True,curta,siamês,calmo,ração úmida,0,True,71
G04693,T5286315777,2025-12-25,M,3,4.4,72,True,True,média,tricolor,caçador,ração seca,2,True,84
G04694,T7882005057,2025-08-29,M,9,4.7,44,True,True,longa,siamês,caçador,mista,3,True,66
G04695,T6258050740,2025-10-31,F,3,3.7,59,True,True,curta,preto,calmo,ração seca,1,True,83
G04696,T8552564796,2025-08-26,M,2,5.2,65,True,False,média,preto,caçador,ração seca,2,True,85
G04697,T2066307194,2025-08-29,M,0,3.7,74,True,False,curta,branco,brincalhão,ração úmida,0,True,93
G04698,T6881858431,2025-06-05,F,3,4.3,46,True,True,longa,branco,carinhoso,ração úmida,1,True,81
G04699,T8015297866,2025-01-23,M,3,4.2,55,False,True,curta,laranja,carinhoso,mista,1,True,81
G04700,T1720443552,2025-05-30,M,11,4.5,59,True,False,longa,tigrado,caçador,ração úmida,0,False,69
G04701,T2795877936,2025-11-12,M,7,4.3,58,True,True,média,cinza,calmo,mista,1,True,75
G04702,T5429378940,2025-07-15,F,2,4.1,84,False,True,média,branco,caçador,ração seca,3,False,84
G04703,T7614038460,2025-10-06,F,7,5.0,68,True,True,longa,laranja,caçador,mista,0,True,78
G04704,T3071925918,2025-01-19,M,3,4.3,63,False,False,média,tricolor,brincalhão,mista,1,True,82
G04705,T9780601164,2025-03-15,M,5,3.5,57,True,True,curta,siamês,caçador,ração seca,2,False,78
G04706,T8143139355,2025-04-20,F,13,7.0,50,True,False,longa,tricolor,caçador,ração úmida,4,False,58
G04707,T7115743082,2025-05-12,F,10,5.5,56,True,True,curta,tigrado,calmo,ração seca,1,True,69
G04708,T4542674111,2025-12-27,F,9,5.3,62,True,True,longa,branco,calmo,ração seca,2,True,70
G04709,T5223942407,2025-06-18,M,3,5.9,66,False,True,curta,branco,carinhoso,ração úmida,0,True,84
G04710,T1834804696,2025-08-30,M,1,4.7,74,True,True,curta,tricolor,brincalhão,ração seca,1,True,90
G04711,T5338276836,2025-08-24,M,10,5.2,44,True,False,curta,branco,arisco,ração seca,2,True,66
G04712,T9780601164,2025-06-02,F,7,5.4,55,True,True,curta,cinza,carinhoso,ração seca,1,False,75
G04713,T4704184019,2025-12-19,F,8,5.5,44,False,True,curta,laranja,calmo,ração seca,3,False,66
G04714,T9025095396,2025-03-23,M,16,5.9,29,True,True,curta,tricolor,carinhoso,mista,2,True,51
G04715,T3398169857,2025-01-13,F,4,4.9,62,True,True,curta,siamês,brincalhão,mista,1,True,82
G04716,T3398169857,2025-09-30,F,11,3.9,39,False,False,longa,tigrado,arisco,mista,4,True,58
G04717,T1083338036,2025-08-27,F,7,4.3,65,True,True,curta,laranja,caçador,ração seca,1,True,76
G04718,T4367656390,2025-04-06,M,3,6.0,50,True,True,curta,branco,calmo,mista,1,True,82
G04719,T4297532048,2025-11-13,M,0,5.2,79,True,False,longa,tigrado,carinhoso,mista,3,True,89
G04720,T3130703839,2025-03-01,F,8,3.5,42,True,True,média,tigrado,arisco,ração seca,1,True,71
G04721,T9821843064,2025-04-02,M,3,4.4,56,True,True,curta,laranja,arisco,ração úmida,2,True,81
G04722,T1454677267,2025-02-26,M,9,6.3,41,True,True,longa,cinza,calmo,ração úmida,1,True,69
G04723,T5614653201,2025-03-09,M,9,5.5,55,True,True,média,siamês,brincalhão,ração seca,2,True,69
G04724,T9991942574,2025-09-24,F,6,4.5,31,False,False,curta,laranja,arisco,ração seca,1,True,71
G04725,T5631664079,2025-09-14,M,7,5.2,57,True,True,curta,tricolor,carinhoso,mista,2,True,74
G04726,T1995665208,2025-08-23,F,8,4.5,53,False,True,média,branco,brincalhão,mista,1,True,70
G04727,T6684979592,2025-11-11,F,6,4.1,47,True,True,média,laranja,caçador,ração seca,3,True,73
G04728,T6577016733,2025-01-26,F,13,4.3,41,True,True,longa,preto,carinhoso,mista,1,True,61
G04729,T3893911140,2025-08-15,F,1,4.8,58,True,True,média,siamês,brincalhão,mista,3,True,84
G04730,T5318770604,2025-02-11,F,17,5.0,27,False,True,curta,cinza,caçador,ração seca,3,True,46
G04731,T6876299139,2025-12-15,F,0,4.5,60,True,True,curta,tricolor,caçador,ração seca,3,True,86
G04732,T1898762294,2025-08-20,F,2,4.5,94,True,True,curta,preto,caçador,ração seca,1,False,91
G04733,T2356056764,2025-10-05,F,10,5.7,57,False,True,longa,tigrado,arisco,ração seca,2,True,66
G04734,T9820244615,2025-07-28,F,1,4.4,75,True,True,média,branco,arisco,ração úmida,1,False,90
G04735,T8660179897,2025-05-21,M,3,5.4,55,False,False,curta,branco,caçador,ração seca,1,True,81
G04736,T3792913056,2025-09-08,F,2,4.3,66,True,True,média,siamês,carinhoso,ração seca,0,False,88
G04737,T2164265231,2025-11-02,F,10,4.0,44,False,True,curta,laranja,brincalhão,ração seca,3,True,62
G04738,T3717346522,2025-03-06,F,7,4.3,58,True,True,longa,siamês,brincalhão,ração seca,2,True,74
G04739,T5703685979,2025-11-15,M,1,5.1,77,True,True,média,branco,arisco,ração seca,3,True,87
G04740,T1445132234,2025-09-23,M,6,5.5,61,True,True,curta,laranja,arisco,ração seca,3,True,75
G04741,T4354321071,2025-02-01,F,2,5.2,74,False,True,curta,preto,arisco,mista,2,True,84
G04742,T2464691374,2025-12-08,F,16,4.5,28,True,True,curta,laranja,carinhoso,ração seca,5,True,47
G04743,T4465805464,2025-03-07,M,1,4.8,76,True,True,média,cinza,arisco,ração seca,2,True,88
G04744,T9514243565,2025-08-08,F,8,4.5,45,True,True,curta,laranja,calmo,mista,2,False,70
G04745,T7883231973,2025-02-17,F,6,5.6,45,True,True,média,siamês,calmo,mista,2,True,74
G04746,T6738298304,2025-03-13,M,7,5.4,78,True,True,curta,tricolor,calmo,ração seca,2,True,77
G04747,T7948111888,2025-08-23,F,15,5.1,38,True,True,longa,cinza,caçador,ração úmida,1,True,56
G04748,T1177898008,2025-09-06,M,4,4.9,85,False,True,média,laranja,arisco,ração seca,1,True,83
G04749,T5532696326,2025-09-08,F,10,4.5,44,True,True,curta,preto,arisco,mista,0,True,69
G04750,T6102440157,2025-05-06,M,5,3.9,90,True,True,curta,laranja,arisco,mista,0,True,86
G04751,T3146975385,2025-10-27,M,9,4.3,51,False,True,média,tricolor,arisco,ração seca,4,True,64
G04752,T3172348554,2025-01-18,F,4,4.4,78,True,True,média,laranja,calmo,ração seca,0,True,86
G04753,T2869455280,2025-11-08,M,3,4.8,67,True,True,curta,siamês,calmo,ração seca,2,True,83
G04754,T2041337505,2025-04-21,F,1,4.2,74,True,True,curta,laranja,brincalhão,ração seca,1,True,90
G04755,T6349902973,2025-08-15,F,1,4.7,71,True,False,curta,siamês,brincalhão,ração seca,1,True,89
G04756,T1112228901,2025-11-27,M,16,5.5,24,True,True,curta,laranja,carinhoso,ração seca,1,True,52
G04757,T8391077079,2025-04-04,F,11,4.5,56,True,True,curta,laranja,arisco,ração seca,1,True,67
G04758,T6344474932,2025-05-31,M,3,4.7,66,True,False,longa,siamês,brincalhão,ração seca,3,True,81
G04759,T9025095396,2025-10-30,F,7,4.7,65,True,True,curta,preto,caçador,mista,0,False,78
G04760,T8062871043,2025-11-12,F,10,4.4,58,True,True,longa,cinza,caçador,ração seca,1,True,69
G04761,T3230556066,2025-03-27,F,4,5.0,81,False,True,média,preto,calmo,ração seca,1,True,83
G04762,T6229550257,2025-07-05,M,5,4.9,66,False,True,curta,siamês,calmo,ração seca,2,True,77
G04763,T2615428651,2025-05-02,F,10,4.9,29,False,False,curta,tricolor,calmo,ração seca,0,True,64
G04764,T6414026072,2025-07-08,F,3,3.6,63,True,True,curta,laranja,brincalhão,mista,3,True,81
G04765,T1040501124,2025-05-19,M,7,5.8,55,False,True,média,siamês,caçador,ração seca,1,True,73
G04766,T8025230237,2025-01-02,F,2,5.1,70,False,True,curta,cinza,brincalhão,ração úmida,1,True,85
G04767,T2472191899,2025-12-04,M,0,3.6,91,True,True,curta,laranja,carinhoso,ração úmida,1,True,94
G04768,T8444560820,2025-08-21,M,9,5.5,63,False,True,média,preto,brincalhão,ração seca,0,False,71
G04769,T9347144126,2025-06-18,M,10,5.2,45,True,True,curta,cinza,arisco,ração úmida,2,True,66
G04770,T2863184873,2025-02-09,M,18,5.6,54,False,True,média,siamês,caçador,ração seca,4,False,46
G04771,T5976937587,2025-01-27,F,2,4.5,65,True,True,longa,tigrado,calmo,mista,4,True,82
G04772,T6957248632,2025-06-24,M,10,3.7,44,True,True,curta,laranja,calmo,ração seca,2,True,66
G04773,T5286315777,2025-08-25,M,15,6.0,20,True,True,média,siamês,brincalhão,ração seca,4,True,49
G04774,T4297019397,2025-04-06,M,9,6.0,31,True,True,curta,tricolor,arisco,ração seca,2,False,66
G04775,T7266883375,2025-09-29,M,16,6.3,16,False,True,longa,siamês,caçador,ração seca,3,True,46
G04776,T1498558682,2025-05-24,F,18,4.2,37,False,True,longa,tigrado,brincalhão,ração seca,2,False,47
G04777,T6696258663,2025-01-05,F,11,4.7,53,False,True,curta,tricolor,calmo,ração seca,1,True,64
G04778,T4536346524,2025-07-16,M,18,5.1,14,True,True,longa,preto,brincalhão,ração seca,5,True,41
G04779,T9322315004,2025-03-08,M,8,3.8,54,True,True,curta,cinza,carinhoso,ração úmida,1,True,73
G04780,T9988690330,2025-01-06,M,6,4.6,68,True,True,curta,branco,calmo,mista,1,True,79
G04781,T7237858842,2025-02-17,F,14,4.1,11,False,True,curta,branco,calmo,ração seca,1,True,52
G04782,T8156033550,2025-04-14,M,12,5.7,63,True,True,curta,tricolor,arisco,ração seca,7,False,57
G04783,T9594085526,2025-07-07,F,1,2.9,85,True,True,curta,siamês,arisco,ração seca,2,True,90
G04784,T5281344336,2025-12-28,F,3,3.5,76,True,True,curta,laranja,carinhoso,ração úmida,1,True,86
G04785,T9440438094,2025-03-21,M,3,4.4,81,True,False,longa,laranja,carinhoso,mista,1,True,87
G04786,T5046694195,2025-01-21,M,13,6.0,14,True,True,curta,cinza,calmo,ração seca,5,True,51
G04787,T3652796738,2025-03-11,M,3,6.8,64,True,False,curta,branco,carinhoso,ração úmida,2,True,83
G04788,T3708538226,2025-04-27,M,3,5.0,82,False,True,média,branco,calmo,mista,1,True,85
G04789,T7797971555,2025-03-16,M,7,4.4,55,True,False,curta,siamês,calmo,ração seca,2,True,73
G04790,T6712464880,2025-04-28,F,1,3.6,81,True,True,curta,siamês,carinhoso,ração úmida,3,True,88
G04791,T5631247466,2025-12-20,M,16,5.9,48,False,True,curta,tricolor,carinhoso,mista,2,False,52
G04792,T5048733699,2025-05-19,M,6,4.1,67,True,True,média,branco,calmo,ração úmida,0,False,80
G04793,T3280450184,2025-08-20,F,2,4.9,66,True,True,longa,preto,carinhoso,mista,1,True,86
G04794,T5540778911,2025-09-07,F,3,4.4,74,True,True,curta,siamês,brincalhão,ração seca,0,True,87
G04795,T9816136125,2025-02-17,M,11,5.3,24,True,True,média,tricolor,arisco,ração seca,1,True,62
G04796,T5267194075,2025-04-01,F,8,3.4,58,True,True,curta,tigrado,calmo,ração seca,3,True,70
G04797,T2236671370,2025-06-01,M,6,5.7,67,True,True,curta,tricolor,calmo,ração seca,2,True,77
G04798,T3398169857,2025-06-17,F,4,3.7,66,True,True,curta,cinza,caçador,mista,1,True,82
G04799,T2473761738,2025-01-05,F,14,4.9,50,True,True,curta,cinza,caçador,mista,5,True,54
G04800,T9423437494,2025-08-24,M,11,5.3,48,True,True,curta,tigrado,calmo,ração seca,3,False,63
G04801,T2451286565,2025-04-20,M,10,4.2,49,False,True,média,cinza,arisco,ração seca,3,True,63
G04802,T3434814468,2025-04-28,M,5,4.8,83,True,False,curta,tigrado,brincalhão,ração úmida,2,True,81
G04803,T2972702948,2025-08-09,F,17,4.0,16,True,True,curta,cinza,brincalhão,ração úmida,3,True,46
G04804,T3793012065,2025-12-13,M,10,4.8,64,True,True,longa,cinza,arisco,ração seca,3,False,67
G04805,T1462772391,2025-11-12,F,5,4.7,77,True,True,curta,preto,brincalhão,ração seca,1,True,82
G04806,T7459842124,2025-12-24,M,16,5.9,40,True,True,média,tigrado,caçador,ração seca,4,True,50
G04807,T4531321836,2025-05-31,F,14,4.8,31,True,False,longa,laranja,brincalhão,ração seca,1,True,57
G04808,T3230556066,2025-02-13,M,10,4.7,51,False,True,média,laranja,calmo,ração seca,0,True,68
G04809,T3203168513,2025-03-20,F,11,4.3,35,True,True,curta,cinza,caçador,ração seca,1,True,64
G04810,T3658231228,2025-05-06,M,5,4.5,54,True,True,curta,branco,carinhoso,ração úmida,2,False,77
G04811,T3162036485,2025-04-20,M,6,3.5,60,True,True,curta,tricolor,brincalhão,mista,2,True,76
G04812,T9722587396,2025-03-17,M,2,4.8,59,True,False,curta,siamês,carinhoso,ração seca,1,True,85
G04813,T1763373450,2025-02-25,F,8,3.4,50,False,True,curta,tigrado,carinhoso,mista,0,False,72
G04814,T2767911991,2025-03-10,M,4,4.9,51,False,False,curta,branco,caçador,ração seca,1,True,78
G04815,T4805202992,2025-08-29,M,4,3.9,72,True,True,curta,branco,arisco,ração seca,2,True,82
G04816,T4350354158,2025-06-29,M,15,4.6,53,True,False,média,tricolor,calmo,mista,2,False,57
G04817,T4671652873,2025-01-14,M,2,5.2,96,True,True,curta,cinza,brincalhão,mista,1,False,91
G04818,T2509295677,2025-07-25,F,12,4.9,29,False,True,curta,laranja,carinhoso,ração úmida,1,True,59
G04819,T4671477560,2025-11-04,M,3,3.5,56,False,True,curta,preto,caçador,ração úmida,2,True,79
G04820,T4676757793,2025-06-05,F,0,3.6,74,True,False,longa,cinza,caçador,ração seca,1,True,92
G04821,T4542674111,2025-04-27,F,0,4.2,85,True,True,média,preto,arisco,ração seca,3,True,90
G04822,T2489785504,2025-04-10,F,5,3.9,60,False,True,curta,preto,carinhoso,ração seca,2,True,76
G04823,T8489080677,2025-05-19,M,6,4.8,71,True,True,curta,cinza,caçador,ração seca,1,False,79
G04824,T3864937488,2025-04-12,F,4,4.5,72,True,True,média,tigrado,calmo,mista,1,True,83
G04825,T7327301191,2025-12-04,F,9,4.7,30,False,True,média,tricolor,calmo,ração seca,1,False,65
G04826,T6577016733,2025-12-29,M,6,4.3,60,True,False,longa,tigrado,brincalhão,ração seca,2,True,76
G04827,T6756069441,2025-05-06,M,1,4.7,59,True,True,média,preto,brincalhão,ração seca,2,False,86
G04828,T9653946665,2025-12-04,M,4,4.7,58,True,True,curta,tricolor,arisco,mista,0,True,83
G04829,T6091947103,2025-11-08,M,1,5.9,69,True,False,curta,tigrado,calmo,mista,2,True,87
G04830,T8010967191,2025-01-28,M,0,4.5,85,True,True,curta,siamês,calmo,ração seca,2,False,92
G04831,T3093129464,2025-06-29,M,2,4.8,70,False,True,curta,tigrado,carinhoso,ração seca,0,True,86
G04832,T2077053002,2025-08-28,F,9,4.8,46,False,True,média,preto,carinhoso,mista,1,True,67
G04833,T6453326598,2025-06-04,M,9,5.0,76,False,True,longa,branco,brincalhão,mista,5,True,66
G04834,T9288734252,2025-06-16,M,13,4.9,29,False,False,curta,tigrado,arisco,ração úmida,5,True,51
G04835,T7990911466,2025-06-30,F,10,5.0,52,True,True,curta,tigrado,arisco,ração úmida,2,False,67
G04836,T1969668513,2025-09-09,M,7,5.4,65,True,True,curta,branco,caçador,ração seca,0,True,78
G04837,T6051007611,2025-04-18,M,4,6.3,67,True,True,curta,tricolor,caçador,ração seca,3,True,80
G04838,T3502679912,2025-08-06,M,0,5.1,66,True,True,longa,tricolor,carinhoso,ração úmida,3,True,87
G04839,T6318239423,2025-03-30,M,9,5.8,40,True,True,curta,tricolor,carinhoso,ração úmida,0,True,70
G04840,T9598144853,2025-11-21,F,3,4.7,75,False,False,longa,tigrado,carinhoso,mista,0,True,85
G04841,T8552564796,2025-01-31,M,3,4.3,80,True,True,curta,branco,caçador,ração seca,2,True,85
G04842,T6546780729,2025-01-25,F,16,4.0,31,True,True,curta,preto,caçador,mista,4,True,49
G04843,T9192942191,2025-01-14,F,2,3.4,55,False,False,média,cinza,caçador,mista,1,True,83
G04844,T2243848344,2025-05-08,M,0,5.1,76,True,False,média,preto,arisco,ração seca,2,False,90
G04845,T2487801910,2025-08-10,F,15,5.8,53,True,True,curta,branco,calmo,ração seca,0,False,60
G04846,T7862789323,2025-12-26,F,4,4.8,53,True,True,curta,siamês,arisco,ração seca,3,False,77
G04847,T4487305411,2025-06-15,F,5,4.2,59,False,True,média,siamês,arisco,ração úmida,1,True,77
G04848,T7283087055,2025-03-08,M,1,5.8,74,True,False,curta,preto,arisco,ração seca,3,False,87
G04849,T1607666321,2025-05-15,F,5,4.0,75,True,False,curta,tigrado,carinhoso,mista,1,True,82
G04850,T4081633091,2025-02-16,M,16,4.6,25,False,True,curta,cinza,caçador,ração seca,2,False,49
G04851,T9897435086,2025-06-22,M,9,5.4,57,True,False,média,tricolor,arisco,mista,2,False,70
G04852,T8344504150,2025-09-24,F,6,5.3,76,True,True,média,tricolor,brincalhão,mista,2,True,78
G04853,T6843098397,2025-01-13,M,4,4.3,47,True,False,curta,branco,caçador,mista,1,True,80
G04854,T8031646318,2025-10-11,M,4,3.7,49,False,False,curta,laranja,caçador,ração seca,0,True,79
G04855,T1475263912,2025-03-25,M,8,5.2,53,False,True,longa,tricolor,brincalhão,mista,1,False,70
G04856,T8088308526,2025-09-03,F,3,4.8,80,True,True,média,branco,brincalhão,ração úmida,0,True,88
G04857,T4277728159,2025-10-25,M,2,2.7,75,True,True,curta,branco,caçador,mista,1,True,88
G04858,T3280450184,2025-10-11,M,9,5.9,64,True,True,curta,siamês,arisco,ração úmida,6,True,65
G04859,T2969709479,2025-09-02,F,13,3.9,20,True,False,longa,branco,caçador,ração seca,2,True,56
G04860,T6032864446,2025-09-11,M,14,5.9,41,True,True,curta,tigrado,brincalhão,ração seca,3,True,56
G04861,T6957248632,2025-03-10,M,12,4.0,9,False,True,curta,preto,calmo,mista,3,True,53
G04862,T6550805611,2025-02-19,F,7,3.5,73,False,True,média,laranja,carinhoso,ração seca,2,False,74
G04863,T4949905957,2025-05-20,F,11,5.2,60,True,False,curta,cinza,calmo,mista,1,True,68
G04864,T8237120735,2025-08-11,F,15,5.7,30,True,True,curta,siamês,caçador,mista,0,True,56
G04865,T2585244692,2025-08-14,M,0,4.6,49,True,True,média,laranja,caçador,mista,0,True,89
G04866,T4490575256,2025-10-11,M,5,6.6,60,True,True,curta,tricolor,arisco,ração seca,1,True,80
G04867,T3652965546,2025-04-23,F,2,3.4,84,False,True,curta,siamês,carinhoso,ração seca,0,True,89
G04868,T7591721526,2025-11-12,M,18,4.7,31,True,True,curta,laranja,arisco,mista,3,True,46
G04869,T6212976120,2025-06-13,F,15,4.6,57,False,True,longa,cinza,calmo,ração seca,2,True,56
G04870,T2263056373,2025-03-31,M,11,5.1,42,True,True,curta,tricolor,arisco,ração seca,3,True,62
G04871,T3235657634,2025-09-26,F,3,4.4,92,True,True,média,laranja,calmo,ração seca,1,True,88
G04872,T4888837357,2025-02-16,M,15,4.9,10,True,True,média,branco,arisco,mista,2,True,50
G04873,T1011097562,2025-05-28,F,0,4.4,67,True,False,média,tigrado,brincalhão,ração seca,1,False,91
G04874,T2816038996,2025-10-13,M,2,5.1,55,False,True,curta,preto,carinhoso,ração seca,2,True,81
G04875,T9514220082,2025-10-09,F,8,5.7,63,True,True,longa,laranja,calmo,ração seca,0,True,75
G04876,T5038565564,2025-04-04,M,11,5.0,31,True,True,curta,branco,carinhoso,ração seca,3,True,60
G04877,T9373461558,2025-03-02,F,13,5.1,52,True,True,curta,cinza,calmo,ração seca,3,True,59
G04878,T1995665208,2025-01-12,M,3,5.2,76,True,True,curta,tricolor,carinhoso,mista,1,True,86
G04879,T5540778911,2025-02-02,M,5,4.9,64,True,False,média,preto,arisco,ração seca,2,True,79
G04880,T4851128923,2025-10-29,M,6,4.9,58,True,True,curta,branco,calmo,ração seca,0,True,79
G04881,T8905291604,2025-10-14,M,0,3.2,64,True,False,média,branco,brincalhão,ração úmida,2,True,89
G04882,T7142459535,2025-07-04,F,13,4.9,47,True,True,curta,preto,brincalhão,mista,3,True,59
G04883,T9816136125,2025-07-28,F,4,4.7,59,False,True,média,tricolor,arisco,ração seca,0,True,81
G04884,T3343136890,2025-04-30,F,2,4.1,80,False,True,curta,laranja,arisco,mista,3,True,84
G04885,T8699423876,2025-03-12,M,5,4.4,80,True,True,curta,laranja,calmo,ração úmida,0,True,84
G04886,T8709528556,2025-01-05,M,10,4.1,45,True,False,média,branco,calmo,ração seca,3,False,64
