id_gato,id_tutor_hash,data_coleta,sexo,idade_anos,peso_kg,energia_0a100,castrado,visitas_vet_ult_ano,pelagem,cor,temperamento,alimentacao,gosta_caixa,vacinado,score_saude_0a100
G00392,T1342178840,2025-05-04,F,1.0,3.9,75,VERDADEIRO,0,curta,branco,,ração seca,VERDADEIRO,FALSO,89
G00393,T2772011295,2025-04-04,M,8.0,4.7,55,VERDADEIRO,0,curta,tricolor,calmo,mista,FALSO,FALSO,72
G00394,T9390515027,2025-04-06,M,9.0,6.3,56,FALSO,0,curta,preto,caçador,ração seca,VERDADEIRO,FALSO,70
G00395,T7653117673,2025-04-04,F,0.0,4.5,64,FALSO,1,curta,preto,calmo,ração seca,FALSO,,88
G00396,T3076052868,2025-09-20,M,6.0,5.5,59,VERDADEIRO,3,curta,cinza,arisco,ração seca,VERDADEIRO,VERDADEIRO,74
G00397,T2002447805,2025-05-04,F,12.0,5.3,46,VERDADEIRO,3,curta,cinza,caçador,mista,FALSO,VERDADEIRO,60
G00398,T9540275003,2025-09-28,F,4.0,4.3,74,VERDADEIRO,0,média,siamês,arisco,mista,VERDADEIRO,FALSO,83
G00399,T2009688994,2025-04-24,F,6.0,4.6,49,VERDADEIRO,1,longa,laranja,calmo,mista,VERDADEIRO,FALSO,74
G00400,T3313630432,2025-04-30,M,6.0,,54,VERDADEIRO,1,curta,cinza,calmo,mista,VERDADEIRO,VERDADEIRO,77
G00401,T2643705936,2025-12-04,,4.0,3.3,31,VERDADEIRO,0,curta,tricolor,carinhoso,ração seca,FALSO,FALSO,77
G00402,T1067174383,2025-11-16,M,14.0,5.5,28,VERDADEIRO,3,curta,branco,,ração úmida,FALSO,VERDADEIRO,54
G00403,T3827212966,2025-05-27,F,11.0,5.0,38,FALSO,1,curta,siamês,brincalhão,ração seca,VERDADEIRO,FALSO,62
G00404,T9767609844,2025-04-09,M,1.0,5.5,60,FALSO,1,longa,cinza,carinhoso,ração seca,VERDADEIRO,FALSO,86
G00405,T4077129752,2025-09-19,,18.0,6.5,27,VERDADEIRO,0,curta,cinza,brincalhão,mista,VERDADEIRO,FALSO,48
G00406,T5538743915,2025-01-26,,13.0,6.5,38,VERDADEIRO,1,média,cinza,caçador,mista,VERDADEIRO,FALSO,58
G00407,T7713422055,2025-06-16,F,4.0,3.6,37,VERDADEIRO,0,longa,preto,carinhoso,ração seca,VERDADEIRO,FALSO,78
G00408,T5959720918,2025-08-07,M,12.0,5.2,44,VERDADEIRO,2,média,tigrado,calmo,ração seca,VERDADEIRO,VERDADEIRO,62
G00409,T7692323566,2025-09-04,F,1.0,4.4,61,FALSO,0,curta,tigrado,caçador,ração seca,VERDADEIRO,FALSO,87
G00410,T6954722813,2025-02-09,F,18.0,6.6,30,VERDADEIRO,2,curta,tigrado,caçador,ração seca,VERDADEIRO,VERDADEIRO,48
G00411,T6477067206,2025-01-02,F,9.0,5.7,34,FALSO,3,curta,tigrado,brincalhão,ração seca,FALSO,VERDADEIRO,65
G00412,T6846840164,2025-04-11,F,9.0,5.4,50,VERDADEIRO,0,curta,preto,brincalhão,ração úmida,VERDADEIRO,FALSO,70
G00413,T8192479258,2025-02-13,F,1.0,3.8,69,FALSO,1,longa,siamês,brincalhão,ração seca,VERDADEIRO,FALSO,87
G00414,T7391722553,2025-07-05,F,14.0,4.2,39,VERDADEIRO,2,curta,laranja,arisco,ração seca,VERDADEIRO,VERDADEIRO,57
G00415,T8125974286,2025-12-02,M,0.0,5.2,76,FALSO,2,curta,tigrado,arisco,ração seca,VERDADEIRO,VERDADEIRO,90
G00416,T2310378744,2025-04-15,F,3.0,,64,VERDADEIRO,2,curta,preto,caçador,mista,VERDADEIRO,VERDADEIRO,83
G00417,T7099063594,2025-06-15,F,2.0,4.0,51,VERDADEIRO,1,curta,tricolor,carinhoso,ração seca,VERDADEIRO,VERDADEIRO,84
G00418,T7633197210,2025-03-20,F,11.0,4.7,26,VERDADEIRO,0,curta,tigrado,caçador,ração seca,VERDADEIRO,VERDADEIRO,64
G00419,T3699697892,2025-01-17,F,2.0,5.3,62,FALSO,0,média,cinza,brincalhão,ração úmida,VERDADEIRO,FALSO,85
G00420,T8871195950,2025-09-14,F,14.0,4.6,36,FALSO,3,média,siamês,arisco,mista,VERDADEIRO,FALSO,53
G00421,T3742404429,2025-04-04,F,9.0,2.9,43,VERDADEIRO,1,curta,tigrado,calmo,ração seca,VERDADEIRO,VERDADEIRO,69
G00422,T3194489074,2025-07-19,,0.0,4.4,83,FALSO,1,curta,siamês,brincalhão,mista,VERDADEIRO,FALSO,91
G00423,T8803871339,2025-09-07,M,,4.1,72,VERDADEIRO,0,curta,tricolor,arisco,ração seca,VERDADEIRO,FALSO,91
G00424,T3223178543,2025-11-03,,0.0,4.6,63,FALSO,0,curta,branco,calmo,ração úmida,VERDADEIRO,FALSO,89
G00425,T4739522161,2025-03-09,M,8.0,5.1,49,VERDADEIRO,2,média,siamês,,ração seca,VERDADEIRO,VERDADEIRO,70
G00426,T4311305470,2025-08-01,M,12.0,5.2,44,VERDADEIRO,1,média,tricolor,brincalhão,mista,VERDADEIRO,VERDADEIRO,63
G00427,T9082556403,2025-11-29,M,3.0,5.4,70,FALSO,0,média,branco,calmo,mista,VERDADEIRO,FALSO,84
G00428,T5097121644,2025-06-26,M,13.0,4.4,61,VERDADEIRO,1,média,tricolor,carinhoso,mista,VERDADEIRO,VERDADEIRO,64
G00429,T7248780399,2025-01-15,,1.0,3.7,64,VERDADEIRO,0,curta,laranja,calmo,mista,VERDADEIRO,,88
G00430,T8146350141,2025-04-06,M,12.0,5.9,41,VERDADEIRO,3,média,siamês,,ração seca,VERDADEIRO,VERDADEIRO,60
G00431,T6651132226,2025-10-18,,15.0,4.4,38,FALSO,2,média,branco,,ração úmida,VERDADEIRO,VERDADEIRO,55
G00432,T9493250484,2025-10-17,F,,,44,VERDADEIRO,1,longa,branco,carinhoso,ração seca,VERDADEIRO,VERDADEIRO,65
G00433,T8222567763,2025-04-25,M,,5.8,41,VERDADEIRO,1,curta,cinza,caçador,ração seca,VERDADEIRO,FALSO,65
G00434,T4601859649,2025-03-13,M,12.0,6.2,23,VERDADEIRO,0,média,laranja,calmo,ração seca,VERDADEIRO,,59
G00435,T9557306589,2025-04-17,M,0.0,4.6,69,VERDADEIRO,1,curta,tigrado,arisco,mista,VERDADEIRO,FALSO,89
G00436,T5721173499,2025-03-30,F,3.0,2.8,54,FALSO,2,média,branco,arisco,mista,VERDADEIRO,FALSO,79
G00437,T1203195906,2025-09-28,M,2.0,5.2,49,VERDADEIRO,4,longa,tigrado,carinhoso,mista,VERDADEIRO,VERDADEIRO,79
G00438,T3340119516,2025-11-04,F,7.0,3.3,46,FALSO,1,longa,preto,brincalhão,ração úmida,VERDADEIRO,FALSO,71
G00439,T6595566283,2025-01-18,F,,5.0,32,VERDADEIRO,0,curta,cinza,arisco,mista,VERDADEIRO,FALSO,63
G00440,T2411334120,2025-09-28,F,9.0,4.0,57,VERDADEIRO,1,curta,tigrado,arisco,mista,VERDADEIRO,FALSO,69
G00441,T6256612404,2025-10-02,M,13.0,4.6,46,VERDADEIRO,0,média,branco,calmo,mista,VERDADEIRO,FALSO,61
G00442,T4254382200,2025-08-12,M,,4.4,59,FALSO,2,média,laranja,arisco,ração seca,VERDADEIRO,VERDADEIRO,84
G00443,T5809469320,2025-11-15,M,10.0,5.2,44,FALSO,3,longa,tigrado,arisco,ração seca,VERDADEIRO,VERDADEIRO,64
G00444,T1016873630,2025-01-15,M,2.0,4.3,47,FALSO,1,curta,branco,caçador,mista,FALSO,FALSO,82
G00445,T8635792192,2025-09-13,M,3.0,5.2,61,VERDADEIRO,1,média,siamês,arisco,mista,VERDADEIRO,FALSO,82
G00446,T4257329389,2025-02-16,F,10.0,4.4,52,VERDADEIRO,3,média,tricolor,caçador,ração seca,FALSO,FALSO,63
G00447,T2261425908,2025-11-24,F,17.0,5.5,37,VERDADEIRO,4,curta,siamês,,ração seca,VERDADEIRO,,48
G00448,T4941242713,2025-07-02,F,8.0,4.8,44,VERDADEIRO,1,curta,laranja,carinhoso,ração seca,VERDADEIRO,FALSO,69
G00449,T5375595641,2025-02-03,F,,3.5,88,FALSO,0,média,cinza,caçador,ração seca,VERDADEIRO,FALSO,93
G00450,T6736624394,2025-09-30,M,8.0,4.6,34,FALSO,2,curta,siamês,calmo,mista,VERDADEIRO,VERDADEIRO,68
G00451,T5721061963,2025-10-01,F,0.0,2.8,60,FALSO,1,média,tricolor,arisco,ração seca,VERDADEIRO,FALSO,88
G00452,T1391712238,2025-06-19,F,13.0,5.0,47,VERDADEIRO,3,curta,tricolor,caçador,ração seca,VERDADEIRO,VERDADEIRO,59
G00453,T8843610898,2025-04-24,F,10.0,4.5,67,VERDADEIRO,1,curta,branco,arisco,mista,FALSO,VERDADEIRO,71
G00454,T5108580386,2025-01-07,F,2.0,2.5,75,FALSO,1,curta,siamês,caçador,ração seca,VERDADEIRO,FALSO,86
G00455,T1692889952,2025-11-28,,1.0,,72,FALSO,0,longa,laranja,arisco,ração seca,VERDADEIRO,FALSO,89
G00456,T7955454128,2025-03-09,M,2.0,4.1,43,VERDADEIRO,1,média,tricolor,caçador,ração úmida,VERDADEIRO,FALSO,81
G00457,T6941389769,2025-11-04,M,17.0,6.5,5,VERDADEIRO,5,média,tricolor,carinhoso,ração seca,VERDADEIRO,VERDADEIRO,41
G00458,T6844939954,2025-08-03,M,6.0,3.8,60,VERDADEIRO,0,média,preto,,mista,VERDADEIRO,,77
G00459,T4842226015,2025-09-08,F,11.0,3.8,40,VERDADEIRO,2,curta,preto,brincalhão,mista,VERDADEIRO,VERDADEIRO,63
G00460,T4694473563,2025-09-11,,,6.0,37,FALSO,0,longa,preto,calmo,mista,VERDADEIRO,FALSO,68
G00461,T5827047727,2025-11-10,F,8.0,5.5,53,VERDADEIRO,1,curta,tigrado,brincalhão,ração seca,VERDADEIRO,FALSO,70
G00462,T1455349716,2025-01-13,F,2.0,3.6,71,FALSO,1,curta,siamês,carinhoso,mista,VERDADEIRO,FALSO,85
G00463,T3690619877,2025-12-28,M,15.0,5.0,44,VERDADEIRO,2,curta,preto,arisco,ração úmida,VERDADEIRO,VERDADEIRO,56
G00464,T9891047562,2025-01-16,M,4.0,5.3,65,FALSO,2,curta,preto,brincalhão,mista,VERDADEIRO,,81
G00465,T6959732402,2025-12-31,,8.0,2.9,67,VERDADEIRO,2,média,laranja,arisco,ração seca,VERDADEIRO,VERDADEIRO,73
G00466,T4770407488,2025-04-06,F,10.0,3.4,47,VERDADEIRO,1,curta,cinza,brincalhão,ração seca,FALSO,FALSO,66
G00467,T3001267926,2025-11-05,M,9.0,5.0,48,VERDADEIRO,1,média,preto,caçador,ração seca,VERDADEIRO,FALSO,68
G00468,T7706884257,2025-01-31,M,15.0,6.5,46,VERDADEIRO,3,longa,tigrado,brincalhão,mista,VERDADEIRO,VERDADEIRO,54
G00469,T3342612787,2025-06-18,F,,3.8,58,VERDADEIRO,3,curta,siamês,arisco,mista,FALSO,VERDADEIRO,82
G00470,T2461330934,2025-07-17,M,,5.2,89,FALSO,1,curta,branco,arisco,ração seca,VERDADEIRO,FALSO,78
G00471,T2390634102,2025-12-15,,5.0,5.1,66,VERDADEIRO,3,média,preto,carinhoso,ração úmida,FALSO,VERDADEIRO,77
G00472,T7563369512,2025-02-15,M,,6.5,63,VERDADEIRO,1,curta,branco,brincalhão,mista,VERDADEIRO,FALSO,76
G00473,T6785292288,2025-01-14,M,1.0,4.3,79,FALSO,0,média,branco,calmo,ração úmida,VERDADEIRO,,90
G00474,T1628254894,2025-08-25,,2.0,4.1,92,FALSO,1,curta,laranja,carinhoso,ração seca,VERDADEIRO,FALSO,88
G00475,T2035385338,2025-01-18,F,4.0,5.6,73,FALSO,0,curta,preto,arisco,mista,VERDADEIRO,FALSO,83
G00476,T6704621806,2025-10-11,F,4.0,3.2,45,FALSO,3,curta,cinza,carinhoso,ração úmida,VERDADEIRO,VERDADEIRO,76
G00477,T6140044916,2025-01-14,M,6.0,5.7,75,VERDADEIRO,1,curta,preto,arisco,mista,VERDADEIRO,VERDADEIRO,80
G00478,T7173991543,2025-12-21,F,,3.8,49,FALSO,1,curta,tigrado,arisco,ração úmida,VERDADEIRO,VERDADEIRO,72
G00479,T2602350175,2025-07-14,F,9.0,4.7,51,VERDADEIRO,3,curta,laranja,caçador,mista,VERDADEIRO,,67
G00480,T7539291155,2025-12-13,M,5.0,4.8,46,VERDADEIRO,1,curta,preto,calmo,ração seca,VERDADEIRO,FALSO,75
G00481,T9424868205,2025-02-16,,5.0,4.3,67,FALSO,1,longa,preto,calmo,mista,VERDADEIRO,FALSO,79
G00482,T6409452830,2025-04-10,M,3.0,4.1,59,FALSO,0,curta,laranja,caçador,ração seca,VERDADEIRO,FALSO,83
G00483,T2765170176,2025-06-16,F,8.0,4.8,54,VERDADEIRO,3,curta,tigrado,caçador,mista,FALSO,VERDADEIRO,70
G00484,T7115894697,2025-01-11,M,4.0,5.6,60,FALSO,1,curta,branco,arisco,mista,VERDADEIRO,FALSO,80
G00485,T4087735151,2025-02-07,F,0.0,3.9,98,FALSO,0,curta,cinza,arisco,ração úmida,VERDADEIRO,FALSO,95
G00486,T1443589717,2025-05-01,,5.0,5.0,85,VERDADEIRO,1,curta,tigrado,arisco,ração úmida,VERDADEIRO,FALSO,81
G00487,T3721048258,2025-09-27,F,6.0,4.8,59,VERDADEIRO,1,média,laranja,caçador,ração seca,VERDADEIRO,VERDADEIRO,77
G00488,T9150265917,2025-09-16,M,3.0,,67,FALSO,0,curta,preto,arisco,ração seca,VERDADEIRO,FALSO,84
G00489,T4700253881,2025-02-01,F,8.0,5.1,48,FALSO,1,média,cinza,carinhoso,ração úmida,FALSO,FALSO,70
G00490,T8781988042,2025-01-22,M,8.0,5.7,66,VERDADEIRO,2,curta,branco,brincalhão,ração seca,VERDADEIRO,VERDADEIRO,73
G00491,T5577934091,2025-08-28,,,7.1,43,VERDADEIRO,2,curta,siamês,brincalhão,ração seca,VERDADEIRO,VERDADEIRO,65
G00492,T5652801900,2025-05-12,F,9.0,4.4,45,VERDADEIRO,0,curta,tricolor,carinhoso,mista,FALSO,FALSO,69
G00493,T1046946889,2025-10-17,F,9.0,4.3,62,VERDADEIRO,4,média,cinza,brincalhão,ração seca,VERDADEIRO,VERDADEIRO,67
G00494,T6733936659,2025-04-19,F,4.0,4.8,57,FALSO,5,longa,branco,calmo,ração seca,VERDADEIRO,VERDADEIRO,75
G00495,T1970324605,2025-05-13,M,11.0,5.9,44,VERDADEIRO,5,curta,preto,,ração seca,VERDADEIRO,VERDADEIRO,59
G00496,T5308735732,2025-03-22,F,7.0,4.1,36,VERDADEIRO,2,longa,tricolor,caçador,ração úmida,VERDADEIRO,VERDADEIRO,70
G00497,T3342851700,2025-04-08,F,6.0,4.1,67,VERDADEIRO,1,curta,siamês,brincalhão,ração seca,VERDADEIRO,FALSO,77
G00498,T4531446692,2025-09-15,F,9.0,5.0,73,FALSO,3,curta,branco,calmo,mista,VERDADEIRO,FALSO,68
G00499,T5833696201,2025-06-22,M,5.0,4.4,70,VERDADEIRO,0,média,tigrado,caçador,ração seca,VERDADEIRO,FALSO,80
G00500,T1130177031,2025-08-29,F,7.0,4.2,73,FALSO,2,curta,branco,caçador,ração seca,VERDADEIRO,,76
G00501,T3561252249,2025-01-29,F,10.0,4.8,37,VERDADEIRO,4,curta,siamês,arisco,ração seca,VERDADEIRO,,62
G00502,T9906507408,2025-07-15,F,13.0,5.5,41,VERDADEIRO,2,curta,cinza,carinhoso,ração seca,VERDADEIRO,VERDADEIRO,59
G00503,T1516592132,2025-06-17,M,14.0,,24,VERDADEIRO,2,média,preto,carinhoso,mista,FALSO,VERDADEIRO,55
G00504,T3874541393,2025-11-29,M,7.0,3.8,53,VERDADEIRO,1,curta,siamês,calmo,ração seca,VERDADEIRO,,74
G00505,T3892793274,2025-06-04,F,7.0,3.1,65,FALSO,1,longa,siamês,,ração seca,FALSO,FALSO,74
G00506,T4414473288,2025-02-07,F,11.0,3.9,45,VERDADEIRO,2,curta,cinza,arisco,ração seca,VERDADEIRO,VERDADEIRO,64
G00507,T7163028265,2025-09-12,F,4.0,3.4,47,FALSO,1,longa,siamês,arisco,ração seca,VERDADEIRO,FALSO,78
G00508,T3229694188,2025-02-24,M,12.0,5.3,26,VERDADEIRO,3,curta,branco,brincalhão,ração seca,VERDADEIRO,VERDADEIRO,57
G00509,T5142424097,2025-11-28,M,7.0,,39,FALSO,0,curta,branco,calmo,ração seca,VERDADEIRO,FALSO,72
G00510,T6803772101,2025-05-20,F,1.0,3.6,78,VERDADEIRO,4,curta,laranja,caçador,mista,VERDADEIRO,FALSO,84
G00511,T3900898524,2025-10-14,M,1.0,,97,FALSO,0,curta,tigrado,carinhoso,ração seca,FALSO,FALSO,93
G00512,T9538953224,2025-08-28,M,12.0,5.1,58,FALSO,5,curta,cinza,,ração úmida,VERDADEIRO,VERDADEIRO,59
G00513,T9817053714,2025-06-19,F,1.0,5.0,49,VERDADEIRO,2,média,tricolor,arisco,mista,VERDADEIRO,,82
G00514,T2077062109,2025-08-02,F,4.0,4.7,81,VERDADEIRO,1,curta,tricolor,arisco,ração seca,VERDADEIRO,VERDADEIRO,85
G00515,T4094378959,2025-03-08,F,4.0,4.3,75,FALSO,0,curta,preto,arisco,ração úmida,FALSO,FALSO,83
G00516,T2871748628,2025-01-28,M,2.0,4.4,51,VERDADEIRO,2,longa,siamês,arisco,mista,VERDADEIRO,VERDADEIRO,83
G00517,T2681106360,2025-10-07,M,4.0,4.6,60,FALSO,1,curta,branco,carinhoso,mista,VERDADEIRO,FALSO,80
G00518,T5418818545,2025-12-16,,10.0,,60,FALSO,1,curta,laranja,caçador,mista,VERDADEIRO,FALSO,68
G00519,T6074443973,2025-11-11,M,0.0,5.0,82,VERDADEIRO,1,curta,cinza,carinhoso,mista,FALSO,FALSO,91
G00520,T4830868365,2025-04-22,M,12.0,4.8,26,VERDADEIRO,1,curta,laranja,carinhoso,ração seca,VERDADEIRO,,58
G00521,T3452993857,2025-05-11,M,13.0,5.5,46,VERDADEIRO,3,curta,preto,calmo,mista,VERDADEIRO,,58
G00522,T3507594168,2025-05-12,F,5.0,2.9,35,VERDADEIRO,2,média,cinza,arisco,ração seca,VERDADEIRO,VERDADEIRO,74
G00523,T9929153407,2025-09-14,F,2.0,4.3,67,FALSO,0,curta,preto,caçador,ração úmida,VERDADEIRO,FALSO,86
G00524,T9313096365,2025-08-16,F,8.0,5.1,66,VERDADEIRO,2,curta,siamês,brincalhão,mista,FALSO,VERDADEIRO,73
G00525,T1683089568,2025-10-18,F,1.0,3.9,72,VERDADEIRO,1,média,branco,arisco,mista,VERDADEIRO,VERDADEIRO,89
G00526,T6908955867,2025-12-11,M,5.0,6.2,55,FALSO,3,curta,laranja,brincalhão,mista,VERDADEIRO,VERDADEIRO,76
G00527,T5111898467,2025-05-24,M,16.0,4.8,41,VERDADEIRO,2,curta,branco,calmo,ração seca,FALSO,VERDADEIRO,53
G00528,T7199326874,2025-08-30,M,18.0,5.6,36,VERDADEIRO,2,longa,branco,carinhoso,mista,FALSO,VERDADEIRO,48
G00529,T6372646349,2025-07-02,M,11.0,5.3,60,VERDADEIRO,2,curta,cinza,brincalhão,ração seca,FALSO,VERDADEIRO,66
G00530,T9003271600,2025-12-15,,4.0,4.8,74,VERDADEIRO,3,curta,siamês,arisco,mista,FALSO,VERDADEIRO,81
G00531,T1602894828,2025-05-10,M,9.0,5.1,63,VERDADEIRO,2,média,laranja,,mista,VERDADEIRO,VERDADEIRO,70
G00532,T4146381208,2025-03-10,M,10.0,5.4,56,VERDADEIRO,1,média,siamês,caçador,ração seca,FALSO,FALSO,67
G00533,T9869447131,2025-05-19,F,5.0,4.9,64,FALSO,1,média,tricolor,caçador,mista,FALSO,FALSO,78
G00534,T2640568140,2025-08-14,,9.0,5.6,51,FALSO,2,média,laranja,arisco,ração seca,VERDADEIRO,VERDADEIRO,69
G00535,T2146000955,2025-12-14,M,0.0,4.6,72,FALSO,1,curta,siamês,calmo,ração seca,VERDADEIRO,FALSO,89
G00536,T7560748054,2025-10-30,F,3.0,4.8,52,FALSO,0,curta,cinza,arisco,mista,VERDADEIRO,FALSO,82
G00537,T7996916440,2025-01-07,F,7.0,4.0,44,FALSO,3,média,laranja,caçador,ração úmida,VERDADEIRO,FALSO,68
G00538,T7050461929,2025-07-05,F,2.0,4.7,66,FALSO,0,média,tigrado,arisco,ração úmida,VERDADEIRO,FALSO,86
G00539,T7985762458,2025-02-28,F,2.0,3.6,72,FALSO,1,média,tigrado,arisco,ração seca,VERDADEIRO,FALSO,85
G00540,T7243494148,2025-05-13,M,12.0,6.2,59,VERDADEIRO,4,curta,tricolor,carinhoso,ração seca,VERDADEIRO,VERDADEIRO,61
G00541,T2221936140,2025-12-11,F,18.0,6.4,24,VERDADEIRO,2,média,branco,arisco,ração seca,VERDADEIRO,VERDADEIRO,47
G00542,T6473997077,2025-12-26,M,,5.1,65,VERDADEIRO,0,curta,laranja,arisco,ração seca,VERDADEIRO,FALSO,74
G00543,T7991890143,2025-02-26,M,12.0,3.9,54,VERDADEIRO,2,curta,tigrado,arisco,ração seca,FALSO,VERDADEIRO,63
G00544,T8789649456,2025-02-21,M,18.0,5.1,22,VERDADEIRO,2,curta,cinza,caçador,ração seca,VERDADEIRO,VERDADEIRO,46
G00545,T3216117184,2025-09-12,M,2.0,5.6,77,VERDADEIRO,2,curta,siamês,arisco,ração úmida,VERDADEIRO,VERDADEIRO,87
G00546,T2146876848,2025-05-30,M,6.0,5.4,55,VERDADEIRO,1,média,cinza,brincalhão,ração seca,VERDADEIRO,FALSO,75
G00547,T8029813992,2025-06-07,M,5.0,5.1,77,FALSO,2,curta,cinza,arisco,ração úmida,FALSO,VERDADEIRO,81
G00548,T3308935105,2025-11-15,F,1.0,4.8,80,FALSO,3,média,cinza,carinhoso,mista,FALSO,FALSO,86
G00549,T1287365304,2025-12-03,M,11.0,5.7,30,VERDADEIRO,1,curta,tigrado,caçador,ração seca,VERDADEIRO,FALSO,61
G00550,T8426922072,2025-11-25,M,6.0,5.9,60,VERDADEIRO,3,curta,preto,caçador,ração úmida,VERDADEIRO,VERDADEIRO,74
G00551,T5553920204,2025-10-13,M,6.0,5.7,78,VERDADEIRO,1,curta,branco,carinhoso,ração seca,VERDADEIRO,VERDADEIRO,80
G00552,T3939698191,2025-12-24,M,2.0,5.8,67,FALSO,0,curta,tricolor,carinhoso,ração seca,VERDADEIRO,FALSO,86
G00553,T1102861947,2025-09-20,M,2.0,5.0,75,FALSO,2,média,branco,arisco,mista,VERDADEIRO,VERDADEIRO,86
G00554,T1317947002,2025-11-19,M,14.0,6.1,42,FALSO,3,curta,preto,brincalhão,ração seca,VERDADEIRO,VERDADEIRO,56
G00555,T8133609435,2025-07-17,M,0.0,4.4,63,FALSO,1,curta,branco,arisco,ração seca,VERDADEIRO,FALSO,88
G00556,T5407352964,2025-01-19,F,3.0,3.8,73,FALSO,0,curta,cinza,carinhoso,mista,VERDADEIRO,FALSO,85
G00557,T2347498443,2025-10-26,F,4.0,5.5,47,VERDADEIRO,2,curta,preto,arisco,ração seca,VERDADEIRO,VERDADEIRO,78
G00558,T4226550645,2025-12-06,F,7.0,4.6,48,FALSO,4,curta,tricolor,brincalhão,mista,VERDADEIRO,VERDADEIRO,69
G00559,T2487746327,2025-04-24,F,8.0,5.1,66,VERDADEIRO,2,longa,preto,calmo,ração úmida,VERDADEIRO,,73
G00560,T2015933978,2025-06-06,F,7.0,4.6,60,VERDADEIRO,0,curta,cinza,calmo,ração seca,VERDADEIRO,,75
G00561,T3486770386,2025-07-28,F,1.0,3.7,69,FALSO,1,curta,branco,arisco,mista,VERDADEIRO,FALSO,87
G00562,T5945576927,2025-08-26,F,3.0,4.2,72,FALSO,0,média,cinza,carinhoso,ração seca,VERDADEIRO,FALSO,85
G00563,T2890059470,2025-09-04,F,12.0,5.8,41,VERDADEIRO,4,média,preto,carinhoso,ração seca,FALSO,VERDADEIRO,58
G00564,T4093039731,2025-05-24,,9.0,5.0,50,VERDADEIRO,4,curta,siamês,caçador,mista,VERDADEIRO,VERDADEIRO,66
G00565,T5301377955,2025-11-08,F,9.0,3.4,58,VERDADEIRO,4,média,siamês,,ração seca,VERDADEIRO,VERDADEIRO,67
G00566,T4780267652,2025-10-24,M,9.0,5.1,41,VERDADEIRO,1,longa,preto,,mista,VERDADEIRO,VERDADEIRO,69
G00567,T2157650192,2025-12-10,M,11.0,6.6,45,VERDADEIRO,2,curta,branco,caçador,ração seca,VERDADEIRO,,64
G00568,T1349790719,2025-07-30,M,1.0,4.5,68,VERDADEIRO,2,curta,siamês,caçador,ração seca,FALSO,,87
G00569,T1319128542,2025-01-29,M,5.0,,42,VERDADEIRO,3,média,cinza,caçador,mista,VERDADEIRO,VERDADEIRO,74
G00570,T4151611162,2025-11-05,F,7.0,5.8,44,VERDADEIRO,1,média,preto,arisco,ração úmida,VERDADEIRO,FALSO,71
G00571,T7469218706,2025-01-30,M,4.0,5.4,83,FALSO,1,longa,preto,brincalhão,ração seca,VERDADEIRO,FALSO,83
G00572,T2181297688,2025-03-12,F,13.0,4.8,43,VERDADEIRO,2,curta,cinza,caçador,mista,VERDADEIRO,VERDADEIRO,59
G00573,T8082821047,2025-04-15,F,,4.2,42,FALSO,1,longa,laranja,,ração seca,FALSO,FALSO,73
G00574,T7441068783,2025-03-09,F,11.0,5.5,26,VERDADEIRO,3,curta,tigrado,carinhoso,ração seca,VERDADEIRO,VERDADEIRO,59
G00575,T1035491417,2025-09-22,M,13.0,5.1,37,FALSO,3,média,branco,caçador,mista,VERDADEIRO,VERDADEIRO,57
G00576,T1240730856,2025-06-10,M,7.0,5.9,74,VERDADEIRO,1,longa,cinza,caçador,ração úmida,VERDADEIRO,FALSO,76
G00577,T2755298939,2025-03-22,F,14.0,5.2,34,VERDADEIRO,2,curta,branco,arisco,ração seca,VERDADEIRO,VERDADEIRO,56
G00578,T1505088199,2025-01-02,F,8.0,4.7,68,FALSO,1,curta,laranja,caçador,mista,VERDADEIRO,,73
G00579,T5782087947,2025-03-20,F,13.0,4.9,43,VERDADEIRO,3,curta,cinza,caçador,ração seca,FALSO,VERDADEIRO,58
G00580,T1356645353,2025-09-10,F,,4.2,69,VERDADEIRO,1,média,branco,caçador,mista,VERDADEIRO,,83
G00581,T8223812541,2025-10-17,F,7.0,5.2,39,VERDADEIRO,0,curta,tricolor,brincalhão,mista,VERDADEIRO,FALSO,72
G00582,T5436658620,2025-04-19,M,7.0,4.5,67,VERDADEIRO,4,média,laranja,carinhoso,ração seca,FALSO,VERDADEIRO,72
G00583,T7551589300,2025-01-27,M,1.0,3.5,68,FALSO,1,curta,laranja,,ração seca,VERDADEIRO,FALSO,87
G00584,T7756322958,2025-07-23,M,5.0,5.4,71,VERDADEIRO,1,curta,preto,brincalhão,mista,VERDADEIRO,FALSO,79
G00585,T5560875457,2025-10-13,F,14.0,5.3,26,VERDADEIRO,0,curta,preto,brincalhão,mista,VERDADEIRO,VERDADEIRO,58
G00586,T9328265886,2025-01-26,F,9.0,5.0,52,VERDADEIRO,2,longa,tricolor,,ração seca,VERDADEIRO,VERDADEIRO,69
G00587,T9912166964,2025-10-18,M,2.0,5.0,74,VERDADEIRO,1,curta,siamês,brincalhão,ração seca,VERDADEIRO,FALSO,86
G00588,T4232932174,2025-03-04,F,4.0,,62,VERDADEIRO,1,curta,tigrado,carinhoso,ração seca,VERDADEIRO,,80
G00589,T2132777262,2025-04-05,M,2.0,5.3,74,FALSO,0,curta,preto,caçador,mista,VERDADEIRO,FALSO,87
